review,score,aplikasi
"Suka shopee kalo ada promo aja. shopee tuh lemot banget ih. gasuka Sekarang Shopee ongkir mahal, pengiriman lama, yg biasa 2-3 hari sampai, skrg 4-5 hari baru sampai.. pengiriman standar belanja di toko yg kota nya sama aja, sampe 3 hari an baru nyampe.. untuk pembayaran shopee pay juga harus Verifikasi wajah. pdhal udh di atur pin dan sidik jari,. tapi kadang masih minta verifikasi wajah.. aku yg kadang pake akun suami, suka di bikin ribet kalo harus verifikasi wajah. tolong di perbaiki lagi..",2,Shopee
sangat membantu,5,Shopee
barang nya bagus dikirim dari store dan Seler semoga makin geratis ongkir biar cekout Mulu hihihihi,5,Shopee
sangat puas belanja si shopee..,5,Shopee
"bagus sma mudah digunakan.banyak voucher n barang"" yg haul. sllu dpet hikmah klo ada fs huhu bagus deh pokoknya☝🏻",5,Shopee
"untuk pihak shopee tolong spx hemat nya,kenapa barang saya datang nya lama banget 10hari,udah berapa kali saya order di shope pakek spx hemat,lama bgt datang nya,mending hapus aja lah klw.sekira nya nggak mampu spx hemat nya,sejak spx hemat ada reguler jadi mahal banget.",1,Shopee
"makin hari makin buruk, gak bisa pakai voucher, transaksi sulit, tolong di perbaiki 🙏🏻",1,Shopee
"tolong Shopee iklan nya di beberapa apk, terutama di wp! . iklan Shopee kalian sangat mengganggu&menyebalkan!. tdk memencet/menekan bahkan tanpa scrolling bacaan tetap aja tiba"" iklan Shopee muncul terus pindah layar ke apk Shopee. padahal gaada tekan apa"" samsek! dan itu terus terulang sebanyak 3x berturut-turut, menyebalkan&mengganggu!",1,Shopee
"Mantap deh pokoknya, jual beli online aman",5,Shopee
zainulAbidin,5,Shopee
Memudahkan dlm belanja berbagai keperluan. arti memudahkan juga berhati² kebablasan belanja yg bukan kebutuhan hanya keinginan sesaat. Be careful,5,Shopee
trimakasih,2,Shopee
bagus mantul omg,5,Shopee
sangat memuaskan,5,Shopee
Belanja semakin murah,5,Shopee
"pengajuan pengembalian barang skrg jd ribet, harus persetujuan penjual, lah namanya penjual mereka mana ada yg mau ngaku kesalahannya, mau barang rusak atau gak layak jual ya gak mau dibalikin pasti, apa lagi penjual yg curang, mohon deh Shopee kembali lagi dengan kebijakan sebelum ini.!!",1,Shopee
dalah paket susah sebulan blm sampai sampai kalau 2 mingu wajar ini sudah sebulan tidk ada pergerakan malah paket teman aku yang belakangan udah sampe deluan ini paket aku blm ada nongol .,1,Shopee
"Sejauh ini puas belanja disini Krn proses komplain, retur, dan refund cepat ditangani asal customer mengikuti alurnya (bukti foto & video unboxing). Utk seller-seller yg gak amanah alias nipu makasih sudah dibanned.",5,Shopee
jos,5,Shopee
check out g bisa gmn ini,1,Shopee
"aku suka belanja disini tapi sebelumnya maaf iklannya ganggu banget, tiap buka aplikasi lain selalu ada iklan shopee yang kadang tiba-tiba langsung masuk ke shopee padahal aku ga klik apa-apa.",3,Shopee
"sho pi ah, klo ekspedisimu yg spx express itu kewalahan urus pengiriman paket, bagi2 lah ke ekspedisi lain jgn maruk di makan sendiri sampai gak becus, yg biasanya cuma 4/5hari udh nyampe jdi 7 hari jdi 9 hari, pdhal kita udh bayar member vip di shopee loh ada jg yg bbrp ttp ada ongkir kinerja mu buruk sekali tahun ini sho pi ah pindah ke toktok shop kyknya lebih mendingan deh",1,Shopee
sangat amanah bertanggung jawab dan disiplin,5,Shopee
tetap semangat sopi barang yg Saya beli semua bagus dan masih baru TDK ad unsur penipuan barang jelas dan berkualitas,5,Shopee
Selalu memuaskan,5,Shopee
"S3ngaja menurunkan bintang.... karena Shopee sekarang jauh lebih buruk dari sebelumnya,Mulai dari pengiriman barang,alasan keterlambatan pengiriman,tapi..ujung-ujungnya sampai setahun barang blom juga datang,l.hadeh payah sekali",2,Shopee
DDDIIIIAAAMMMMM JANGAN COLLAB ATAU APAPUN SAMA WP!!!!! AKU MUUUUAAAKKK. Baru scroll dikit langsung pindah ke SHHHOOPPPEEEE sumpah capek bnget niat ku mo baca doang belum ada niat buat belanja pls lah OOOYY,1,Shopee
sangat senang menggunakan aplikasi ini,5,Shopee
"suka belanja di shopee, tapi akhir2 ini shopee lelet skali pengantarannya, pesan di shopee bisa smpe 3 minggu baru smpe..",3,Shopee
"ni shoope iklanny ada dimana mana,pdhal gada iklany kdang mencet sesuatu tiba tiba ke shoope,jengkelin",2,Shopee
sangat puas pelayanan nya,5,Shopee
"Shopee bisa ga sih iklannya dikurangin ganggu banget, masa cuma mau baca di google aja muncul terus, ga ada opsi ditutup lagi. Belum lg iklan di wattpad selalu tiba2 udah masuk ke aplikasinya, kan padahal kita cuma mau baca yaa shopee ih. Kurang2 in dahhh iklannya, tolonggg banget ini mah👎🏻",1,Shopee
"banyak hadiahnya,,, makasih",5,Shopee
apk mantap sangat membantu.👍,5,Shopee
"sangat membantu bagi mommy2 yg punya toddler dan kesibukan, tinggal pencet. pesanan sudah datang...",5,Shopee
"Belanja lebih mudah, harga yg bersaing dan banyak pilihan",5,Shopee
jujur kecewa sama shopee baru sekali telat bayar payleter langsung di non aktif kan padahal slama ini gak pernah telat,3,Shopee
simple mudah dan cepat,5,Shopee
mantap dech Shopee,5,Shopee
gimana sih aplikasi bisa cod kok di saya enggak tolong cek dan bantu untuk bisa cod lagi,3,Shopee
alhamdulillah,5,Shopee
tidak mengecewakan pokok nya shopee,5,Shopee
memudahkan untuk belanjan aplg dgn shpe paylater,5,Shopee
Seru banget dowlond shopee,5,Shopee
shopeeeeeee sukses selalu,5,Shopee
"setelah bertahun2 selalu setia sm shopee, kali ini harus beralih ke toko sebelah hanya karena spaylater yang sangat mengecewakan...",1,Shopee
sangat membantu,5,Shopee
"belanja ga pake ribed,karena shopee tapi sayang paylaternya masih belum aktif. padahal tagihannya Nol",5,Shopee
nyaman buat belanja n tidak ribet pelayanan sangat memuaskan.,5,Shopee
mantappp,5,Shopee
pengiriman ok,5,Shopee
tidak bisa COD,1,Shopee
Pengiriman lama,1,Shopee
shoppee jaman sekarang ribet sering hk bisa COD,2,Shopee
shopee sangat membantu beli keperluanku secarara online... sangat membantu sekali,5,Shopee
aku suka banget belanja di shopee ❤,5,Shopee
"terimakasih shopee sangat mempermudah saya bwt belanja apa aja,mencari barang² yg sulit d cari tp ada d sini the best bwt shopee,apalagi aku sering dpt ongkir gratiss seneng banget deh ampe khalap belanjanya😍",5,Shopee
"shoope lu bs diem ga? gue muak bgt sama lu, gue lagi tenang' baca manhwa, tbtb masuknke shopee, maksudlu apa? hdoh benci bgt gua sama iklan lu itu, kurangi lah iklan shopee mu di app lain shoope, gue udh di titik muak bgt sama iklan sampah lu itu",1,Shopee
sejauh ini cukup bagus,5,Shopee
sangat membantu,5,Shopee
"ATITUDE NOL masa saya tiap main game ga nyalain data, TETEP ADA IKLAN SHOPE?!! ga mencet apa' jugaa tetep ada! tapi bagus sih apk ini, saya bisa belanja tanpa keluar rumah🥰😘😍, mana suka ada diskon lagi, loveyouu shopee, yang ga jawab bisul😘",5,Shopee
sangat membantu dalam berbelanja.,5,Shopee
"yang punya aplikasi korup, pesanan saya sudah hampir satu bulan belum sampai, adminnya memberikan saya alasan yang tidak masuk akal, dasar korup",1,Shopee
ini perusahaan yg sangat membantu semua orang shopee,5,Shopee
murah² sangat menarik,5,Shopee
"Kok sekarang shopee lama banget yah pengantarannya katanya pengantaran cepat tapi lelet banget,bisa GK pengantarannya di perbaiki lagi menjadi lebih cepat",4,Shopee
kenapa ga di bisa d Bukk lmottttt tiap di Bukk pasti bebalik lagi kenlayar hp,1,Shopee
mantap,5,Shopee
bisa diem ga sih iklannya??? gw mau baca wp dengan tenang 😊😊😊😊😊😊😊😊😊😊😊,4,Shopee
selalu puas,5,Shopee
"tidak bisa menggunakan promo shopee,alasan tidak berdasar",2,Shopee
bagus,5,Shopee
pengiriman super lambat masa 11 hari baru sampai,1,Shopee
kenapa pengiriman nya udah hampir 1 bulan belum nyampe ?,4,Shopee
👍👍👍,3,Shopee
shopee terbaik,5,Shopee
"kalau ada event tgl genap beli apa apa jadi murah puooolll, tp ada juga sih yg php in tp 1000 banding 1, wes pokok bimtang yg berbicara",4,Shopee
bagus lembut dan murah,5,Shopee
tolong toko yg menjual barang tidak sesuai d banned aja..,5,Shopee
"hai shopee tolong sediakan opsi atau pengaturan buat hapus nomor handphone yang udh terdaftar dong, saya mau ganti akun tapi nomer handphone nya sudah tercantum di akun lama jadinya mau buat akun baru lagi jadi ga bisa deh daftar dengan nomor handphone yang sama, tolong sediain pliss.",4,Shopee
"rata² tokonya memberi barang yg berkualitas bagus, tingkatkan terus",5,Shopee
sangat membantu kebutuhan,5,Shopee
"kepada pihak sope knapa saya gak bisa blanja lagi pakai cod bayar di tempat ,harus pkay ATM ,tadi ya bisa cod sekarang udah gak bisa lagi ,kenapa di bikin ribet ,saya gak punya atm jadi tolong priksa akun baru saya itu baru mau belanja udah gak bisa cod bayar di tempat ,parah bgt",1,Shopee
Baguss aplikasinya,5,Shopee
belanja puas dan murah,5,Shopee
keren,5,Shopee
bagus memudahkan untuk belanja gak perlu ribet,5,Shopee
bintang 1 aja estimasi ada tapi datang barang lewat 1 minggu apaan nih aplikasi,1,Shopee
"Saya beri bintang 5 karena saya menyukai shope,shope suda membantu saya untuk membeli barang yg saya inginkan",5,Shopee
Banyakin Diskon ahh,5,Shopee
selalu baik,5,Shopee
"kenapa ya, aplikasi Shopee setelah di update jadi gak bisa COD.",1,Shopee
please lah shopee perbaiki pengiriman nya masa sekarang ke Depok DC nya 3kali padahal udah nyampe Lewi Sadeng lho trs balik ke Depok Ampe 3kali ga nyaman banget jadi nya,1,Shopee
terimakasih sudah jd teman belanja terbaik,5,Shopee
sangat bagus,5,Shopee
jelek,1,Shopee
luar biasa,5,Shopee
mantappp bagussss,5,Shopee
oceh,5,Shopee
dengan adanya aplikasi shopee sya jd gampang gk bingung lagi krna smua di shopee ada😊😊 smga shopee trus maju dan mnta tlong untuk pengiriman lebih cpat,5,Shopee
Sangat membantu dalam belanja Online,5,Shopee
puas bamget,5,Shopee
"kak plis bangeet jangan maksa iklannya, trutama di wp , aku nggak klik iklannya bahkan gak ada iklannya tapi selalu langsung msuk ke shpe, mohon banget di benerin lagi ya kak untuk iklannya jngan kek gini lagi . ini ganggu bangeet kak😭🙏",2,Shopee
"aplikasinya servernya lemot, bikin hp lemot",1,Shopee
"Shoope sekarang banyak sampahnya , masa aplikasi belanja ada video ga' bermanfaat , banyak video buka aurat padahal aplikasinya bisa dibuka anak anak. ( PERUSAK GENERASI BANGSA )",5,Shopee
sangat suka belanja d shopee untuk usaha saya ga perlu jauh jauh belanja dagangan saya duduk aja di rumah barangnya dagangan saya sampai dan banyak macam macam barang ada d shopee dan saya sering dapat vaucer jadi keuntungan bagi saya buat di jual lagi trimakasih shopee 🥰🥰🥰🥰,5,Shopee
"Shopee ini bagus sihh TAPI GUE MUAK YAAA SHOPP, IKLAN LO MULU GUE GA MEJET APA' LOHHH??!!! TOLONG DONGGGG",3,Shopee
the best shope2,5,Shopee
belanja jadi mudah dan lebih murah,5,Shopee
pengiriman sangat lambat sekaliii,1,Shopee
perasaan belum lama update udah minta update lagi aja penuh dah lama² penyimpanan ponsel,1,Shopee
sejauh ini Alhamdulillah saya puas dengan shopee. memudahkan saya untuk belanja segala keperluan. terus adakan peningkatan pelayanan dan peningkatan kualitas produk,5,Shopee
shopee sangat bagus,5,Shopee
"paket berkali2 gagal kirim dengan alasan ""paket ditolak oleh pembeli"" padahal udah bayar dan gk mungkin menolak paket itu aneh kurir shopee xpress",1,Shopee
"sangat membantu sekali, pokoknya the best👍👍👍",5,Shopee
ok,5,Shopee
"saran & Kritik saya, karena terlalu banyak keterlambatan pengiriman barang yang bisa saja membuat para pembelinya merasa bosan,dan berpindah belanja ketempat lain selain shopee,jangan buat iklan atau promo kalau tak sanggup mengatasinya.dan buatku iklan atau pun promo hanya merupakan pembohongan publik,seperti barang yang dipesan tak sesuai pesanan,barang yang diterima juga tak berfungsi dan masih banyak sekali kekurangannya.keluarkan toko yg tdk amanah",1,Shopee
"kak mohon ditinjau ulang untuk pinjaman sya di aplikasi ini kak,, saya sudah membyar lunas tapi di skorlife saya kok kol 1 trus,, dan tertara dari aplikasi shopi ini,, mhon bantuan nya kak",1,Shopee
sangat membantu,5,Shopee
"belanja tanpa ribet,yaa di shope aja",5,Shopee
admin Tolong dong ' untuk paylater tenornya di perpanjangan ada yang 18 bulan dan 24 bulan untuk meringankan kreditan,5,Shopee
cs nya ga nyambung,1,Shopee
"sering"" in banyakin promo di shopee food nya dong heheh",5,Shopee
"belanja di shoppe enak no ribet, nemuin barang yang cakep",5,Shopee
aplikasi yang sangat membantu,5,Shopee
"semoga makin bisa dipercaya dlm melayani pelanggan krn pengalaman saya selalu terlambat tiba pesanan dr jadwal semula dan seenaknya ganti jadwal pengiriman, ini pengalaman buruk sy belanja di shopee",3,Shopee
ribet,1,Shopee
lamyan,4,Shopee
aplikasi yg mudah dan banyak mamfaatnya dan cari apa saja ada.,5,Shopee
super elegan aplikasi shopee,5,Shopee
k .,2,Shopee
belanja di shopee selalu memuaskan,5,Shopee
bagus,5,Shopee
aplikasi penuh iklan segala wep ada nih iklan,1,Shopee
"aplikasi di pake sebentar udah terasa berat,ngelag, scrol produk jd lambat.lebih ringan lazada",1,Shopee
puas,5,Shopee
"Iklan anda berlebihan dan itu sangat mengganggu. Saya rasa anda tahu,dari semua platform online shop toko anda paling unggul. Saya member platinum,tanpa anda paksa untuk berbelanja saya akan berbelanja saat di perlukan. Dunia ini tidak berputar di sekeliling anda,orang butuh aplikasi lain,orang tidak akan menatap layar shopee sepanjang waktu. Tokopedia,lazada,blibli,olx mereka tidak over seperti anda. saya sangat muak dengan iklan anda yang dimana-mana?!",1,Shopee
baik,5,Shopee
baguss,5,Shopee
👍👍👍,5,Shopee
"halo shopee,,, saya mengunakan hp jadul vivo y95 dan tidak bisa akses layanan ( pusat bantuan )shopee saya sdh coba berbagai cara seperti 1.hapus cache 2.update 3.sampai instal ulang dan bermacam cara lainnya tetap tidak bisa meng akses pusat bantuan shopee.. apakah bisa di bantu agar hape jadul saya tetal bisa akses layanan pusat bantuan shopee",5,Shopee
"muncul terus iklannya, gak guna banget, lagi enak2 baca wattpad padahal",1,Shopee
aplikasi yang sangat bagus dan mantap bisa membantu untuk membeli suatu prodak dan mengenal bahan yang digunakan dalam kehidupan sehari hari terima kasih aplikasi shopee,5,Shopee
keren banget di mudahkan setiap ada keperluan sesuatu yg kita inginkan,5,Shopee
"saya mendapatkan pengalaman yang tidak di inginkan, logika gak pengiriman lewat udara sudah 5 hari belum sampai"" juga.? tapi dilayanan berani memasang harga tambahan lebih tinggi , tapi barang jauh banget sampainya. apakah ini di sebut bertanggung jawab? atau ini model penipuan terbarukan?",1,Shopee
bagus,5,Shopee
sangat membantu😊,5,Shopee
"tolong dong shopee, saya mau nonton di loktv, klo iklan sekedar iklan aja, jangan tiba tiba masuk gtu, padahal saya ga pencet apapun, risih tau, ga ush lah ada iklan shopee di loktv lagi, saya jdi ga leluasa nonton Drakor!",3,Shopee
knp saya GK bisa kliem coin di setiap orang live,4,Shopee
bagus,5,Shopee
"sangt memuaskan, pengiriman cepat, pokoknya mantap",5,Shopee
yang terhormat. kenapa aplikasinya tidak bisa mode gelap sih.warna putih terlalu terang tolong dong di kasih mode gelap nya trimakasih,3,Shopee
j bgt es ni BB,5,Shopee
sangat puas dengan adanya aplikasi shoopie.bisa transaksi pulsa.listrik.apalagi belanja dengan beli sekarang bayar nanti. tanks shoopie,5,Shopee
keren deh shopee 👍👍👍👍,5,Shopee
jasa pengiriman SPX tidak kompeten dan sering stuck yang berakhir gagal pengiriman,1,Shopee
Terbaek,5,Shopee
"Tolong ya shopee, saya ini baru baca wattpad loh tetiba beranda shopee muncul pdhl ga sama sekali buka apk nya. Bikin baca wattpad jd ga mood",1,Shopee
sangat membantu,5,Shopee
saya sangat berterima kasih karena adanya aplikasi Shopee semua belanja jadi sangat mudah,5,Shopee
bagus,5,Shopee
sopi kereenn,4,Shopee
"Haii kak, sedikit masukan untuk iklan mungkin jangan terlalu keseringan ya. Saya lagi asik baca novel tiba-tiba pindah ke aplikasi shopee tanpa terpencet, itu sedikit mengganggu saya kak. Mungkin bisa diperbaiki lagi untuk bagian pengiklanan agar tidak berpindah secara tiba-tiba, karena itu mengganggu kesenangan saat membaca atau sedang melakukan aktivitas lain di handphone. Terimakasih.",3,Shopee
"spx kualitasnya sngat buruk,pengirimannya lama",1,Shopee
"barang yang susah cari di pasaran., semua lengkap di shoppy.",5,Shopee
shopee adalah aplikasi yg sangat membantu dalam kebutuhan dan tidak mengecewakan,5,Shopee
bisa dibuka tapi tidak bisa digunakan untuk berbelanja padahal saya pakai jaringan wifi yg baik,2,Shopee
ikan lo dimana mana ganggu banget njs,1,Shopee
suka banyak bonus dan free ongkirnya semoga shoope selalu memberikan yang terbaik,5,Shopee
"kenapa sekarang pengirimannya jadi lelet banget ga kaya dulu yang 3-4 untuk sampai, sekarang udah lebih dari seminggu kadang belum juga sampai, habis itu kebanyakan iklannya kalo lagi buka aplikasinya lain, di setiap menit iklannya muncul, sangat menganggu",1,Shopee
Mantap,5,Shopee
mantap,5,Shopee
"sumpah kapok bgt belanja di shope, jasa kirim di take over semua oleh ekspedisi shopi, dulu masih bisa pilih jnt atau JNE, sekarang lu pake ekspedisi sendiri tapi bobrok bgttt gedeg bgtt gua, paket gua 10 hari ga sampe2 gilaaa, dan bukan sekali dua kali, ada yg 7 hari baru sampe, padahal estimasi di apk 4-5 hari, percuma juga kasi voucher klaim tepat waktu ga kepake, g guna, cuma berlaku sehari kocakk lu shopee. lu lu pada mendingan PINDAH BELANJA DI TOKO SEBELAH, TIKTOK DEH MENDINGAN",1,Shopee
"bisa ga sih iklan Lo tuh ga muncul dimana-mana? gw lagi asik baca wattpad, atau baru juga buka tuh app tiba-tiba malah dialihin ke shopee. ga lucu ajg, iklan tuh yang bener. ga usah ganggu kenyamanan membaca. pantes banyak orang males baca ya gara-gara iklan taik kek gini",1,Shopee
"Hallo maaf, semakin lama kenapa semakin buruk ya??? sudah 3 kali paket sy hilang. sedangkan sy butuh paket tersebut. sampai 2 minggu gk ada kejelasan. bukan soal uang, nominal, dsb. tapi tentang tanggungjawab. mkasi. sangat kecewa. dan selalui hilang melalui SPX",1,Shopee
good,5,Shopee
luar biasa,5,Shopee
untuk belanja sdh cukup oke cman nongol di apk lain yang bikin kesel padahal GK pencet apa² tiba tiba iklan shoope lngsung nongol jdi males bnget pakai apk shoope Krena udh di buat kesel duluan,1,Shopee
Ahlan yaa Rastamann,5,Shopee
baik,5,Shopee
terbaik,5,Shopee
Shopee lemot,4,Shopee
Joss jiss jii kaji,5,Shopee
sippp recomended,3,Shopee
mantap,5,Shopee
sering yng jual itu nipu,1,Shopee
cepat dan hemat,5,Shopee
lama banget nyampe paket nya udh hampir 2 minggu gk nyampe² mana perlu banget lagi barang nya. oi Shopee cepet lah kirim paket gua,1,Shopee
ini masalh nya apa ni msak pengiriamn ke kabupaten padang pariaman sampai 1 bulan gimna ni pihak spx nya,2,Shopee
bsgus,5,Shopee
wow dapat hadiah koin dari shopee,5,Shopee
"SHOPEE BISA DIEM GA SIH? LAGI MAIN GAME TIBA-TIBA MASUK KE SHOPEE, PADAHAL GABUKA SHOPEE, KALO MAU KELUAR TIBA-TIBA GAME NYA NGULANG LAGI, MAUNYA APASIH SHOPEE? TOLONG UNTUK KEDEPANNYA PERBAIKI LAGI.",1,Shopee
